ID,Title,Price,Brand,Model,Year of Manufacture,Used,Transmission,Color Family,Mileage (in km),Body Type,Version,Description,Poster,Poster Type,Fuel Type,Location.2,Date Posted,name,retail,Post Age
CAR007953,Mitsubishi Montero Sport 2015 for sale,979000,Mitsubishi,MonteroSport,2015,Yes,Automatic,Brown,21000,SUV,,Mitsubishi Montero Sport 2015 Automatic Used for sale. The Mitsubishi Montero Sport runs on Diesel and has a promo price of PHP 979000. .,BMW Dealer Cebu,Dealer,,Cebu City,02/06/2019,MitsubishiMonteroSport,1565000,60
CAR008429,Selling Nissan Urvan 2018 Manual Diesel,1288000,Nissan,Urvan,2018,Yes,Manual,Grey,21000,Van / Minivan / Minibus,,"^^^ Nissan Urvan NV350 Premium 2018 m/t ^^^ - 1st owner Nissan NV350 Van Diesel only 9 months old Kinis Like Brandnew - Loaded w/ 2.5-liter diesel engine w/ VGS Turbo Intercooler produces 127hp &amp; 356Nm of torque more than 3.0 Hi-ACE - Fuel Efficient Diesel Engine runs 1 liter = 10 -15 kms - Five-speed dash-mounted gearstick transmission -15-seater Premium Leather Seats - Rear Wheel Drive - Space &amp; comfort kay pwede ka mobarog - This latest version brings NV350 Premium up to date, w/ a boxy but modern styling that gives it some character on the road Price Brandnew almost 1.8M ! Our Price is P1.288M negotiable Smart &amp; Practical Buyers Saves almost 700K for this 9 mos old car Ok Financing payable 12 - 40 mos option 20-30% downpayment",Jayr Salomon,Individual,,Lapu-Lapu,04/07/2019,NissanUrvan,1459000,28
CAR009785,2017 Suzuki Celerio for sale in Talisay,355000,Suzuki,Celerio,2017,Yes,Automatic,Yellow,21000,Hatchback / Wagon,,"For Sale: Suzuki Celerio 1.0 (2017) Automatic Price: 355,000 (negotiable upon viewing) Mileage: 21k Cebu plate / Cebu unit Dec 2016 Acquired Updated registration Engine: 1.0 WITH ACCESSORIES WITH Backing sensor Fabric seat cover Keyless entry Original key w/duplicate Casa maintned (last pms april 2019) Comes with Thick Tires Platinum Medium Tint Very Clean inside out Very Clean Engine bay no signs of engine leak Very powerful engine yet very fuel efficient Very Smooth Shifting Shift at ideal rpm Original paint Tested long drive We surely allow test drive You can bring with you your best mechanic for further evaluation Accept Financing Financing requirements",trax,Individual,Gasoline,Talisay,05/07/2019,SuzukiCelerio,598000,27
CAR017884,2017 Suzuki Alto 0.8 MT,328000,Suzuki,Alto,2017,Yes,Manual,Blue,21000,Hatchback / Wagon,0.8,"^^^ Suzuki Alto 0.8L m/t ^^^ * 2017 Cebu Unit, Lady driven Suzuki Alto 0.8 Liter Fuel Injected VVti Engine * Very well kept. Seldom use running only 20T kms * Very Fuel Efficient 1 liter of gasoline running = 15 - 20kms * All Power options like Power Steering & Lock etc. * SRS Airbag for more safety * Brandnew Alloy Magwheels * Rainvisors & Foglamps * Manual Transmission & Power Steering 4 better handling & convenience * Newly Change Oil & Filters Practical , Easy to drive park, Very Economical choice ! Clean inside out , Smells & Looks Like Brandnew ! Price is P328,000 negotiable ! Ok for Financing 12 or up to 36 months payable at 20-30% downpayment Contact Look for Jayr

The 2017 Suzuki Alto with an Manual transmission is for sale in Lapu-Lapu. This vehicle runs on Gasoline engine and is priced at 328000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Cartets Trading &amp; Motor Parts - Michael Fl...,Dealer,Gasoline,Cebu,01/06/2019,SuzukiAlto,445000,61
CAR018558,2018 Nissan Urvan 3.0 PREMIUM MT,1288000,Nissan,Urvan,2018,Yes,Manual,NA,21000,Van / Minivan / Minibus,3.0 PREMIUM,"^^^ Nissan Urvan NV350 Premium 2018 m/t ^^^ - 1st owner Nissan NV350 Van Diesel only 9 months old Kinis Like Brandnew - Loaded w/ 2.5-liter diesel engine w/ VGS Turbo Intercooler produces 127hp & 356Nm of torque more than 3.0 Hi-ACE - Fuel Efficient Diesel Engine runs 1 liter = 10 -15 kms - Five-speed dash-mounted gearstick transmission -15-seater Premium Leather Seats - Rear Wheel Drive - Space & comfort kay pwede ka mobarog - This latest version brings NV350 Premium up to date, w/ a boxy but modern styling that gives it some character on the road Price Brandnew almost 1.8M ! Our Price is P1.288M negotiable Smart & Practical Buyers Saves almost 700K for this 9 mos old car Ok Financing payable 12 - 40 mos option 20-30% downpayment

The 2018 Nissan Urvan PREMIUM with a Manual transmission is for sale in Lapu-Lapu. This vehicle runs on Diesel engine and is priced at 1288000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Cartets Trading &amp; Motor Parts - Michael Fl...,Dealer,Diesel,Cebu,04/06/2019,NissanUrvan,1459000,58
CAR008695,Selling Nissan Almera 2018 at 21240 km in Lapu-Lapu,398000,Nissan,Almera,2018,Yes,Manual,Grey,21240,Saloon / Sedan,,"1st owner , Cebu Unit ….. Like Brand New ! Cebu Registered Casa Maintain Loaded w/ Manual Transmission 1.5L Fuel Efficient Fuel Injection Engine Giving at output of 96hp at 5,500 rpm w/ consumption of 11.6kms / liter as per DOE test (highway drive) All Power options Top Variant Good Suspension, Ventilated Disc 4 more safety Super Good A/C, Super Kinis Paint LIKE NEW ! 2 din CD, AuX &amp; USB Car Stereo Test Drive to Appreciate Best ! Brand new Price almost P900k You save almost 400K ! “ Wise, Practical &amp; Smart choice ” Ok for Financing 12 or 36 mos. payable at 20% down payment Almost Hassle Free Financing / loan process",cartets trading,Dealer,Gasoline,Lapu-Lapu,21/06/2019,NissanAlmera,657000,41
CAR017885,2017 Suzuki Alto 2.0 MT,328000,Suzuki,Alto,2017,Yes,Manual,Blue,21262,Hatchback / Wagon,2,"Suzuki Alto 2017 Manual Used for sale. The Suzuki Alto runs on Gasoline and has a promo price of PHP 328000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.",Cartets Trading &amp; Motor Parts - Michael Fl...,Dealer,Gasoline,Cebu,01/02/2019,SuzukiAlto,445000,181
CAR004427,Kia Rio 2015 for sale,398000,Kia,Rio,2015,Yes,Automatic,Grayblack,22000,Saloon / Sedan,,"Kia has delivered quality for years and this one is no exception. This Kia Rio EX 2015 has traveled a total of 22000km and features a Automatic transmission system as well as other great features. Priced at ₱398000.00, this truly has a fantastic value for money.",Iris,Individual,,Talisay,30/06/2019,KiaRio,1018000,32
CAR004463,Kia Rio 2014 Sedan Manual Gasoline for sale in Mandaue,348000,Kia,Rio,2014,Yes,Manual,Brown,22000,Saloon / Sedan,,"2014 Kia Rio 1.4 manual trans six (6) speed manual This is not the taxi model Orig Alloy Wheels Power Window Power Locks Power steering Alarm back-up sensor leather seats aftermarket center console tires at 90% thread looks new inside out drives like new brandnew battery no leaks super low mileage only 22,xxx registration under my name Php348,000.00 922 702 1234 location : Guizo Mandaue City",Winnix,Individual,Gasoline,Mandaue,28/06/2019,KiaRio,1018000,34
CAR009139,2nd Hand Mazda Cx-5 2013 Automatic Gasoline for sale in Mandaue,700000,Mazda,Cx-5,2013,Yes,Automatic,Silver,22000,SUV,,"2.5 SKYACTIV-G engine (very fuel economy) 6-speed A/T 22,000 km odo w/ casa record Special plate 168 Push-button start Dual-zone Auto climate control Steering wheel audio and cruise controls Cruise control Traction control Dynamic stability control i-stop feature Lane departure warning Lane keep assist Smart keyless entry w/ alarm and immobilizer Front and rear parking sensor Rear view camera Auto on LED headlights Rain sensor wipers Sunroof Auto dimming rear mirror Factory leather seats and upholstery Powerseats 10-speaker BOSE sounds Touchscreen head unit MP3/AUX/USB/BT 6 airbag system ABS w/ EBD and BA 4 disc brake Dual exhaust 19"" wheels complete tools w/ spare tires complete papers",Kelly Steven Tiu Tan,Dealer,Gasoline,Mandaue,09/07/2019,MazdaCx-5,1680000,23
CAR010629,Selling 2nd Hand Toyota Innova 2017 at 22000 km in Cebu City,855000,Toyota,Innova,2017,Yes,Manual,Red,22000,MPV / AUV,,"Toyota Innova, M/T, Fresh in&amp;out, 1st own w/ OEM mags, 2.8 engine super sariwa see to appreciate with only 22k plus mileage. Please call or txt 09365620361",Desiray Nayga,Individual,Diesel,Cebu City,11/07/2019,ToyotaInnova,1025000,21
CAR012842,Toyota Vios 2017 Automatic Gasoline for sale,548000,Toyota,Vios,2017,Yes,Automatic,Red,22088,Saloon / Sedan,,Toyota Vios 2017 Automatic Used for sale. The Toyota Vios runs on Gasoline and has a promo price of PHP 548000. .,BMW Dealer Cebu,Dealer,,Cebu City,24/06/2019,ToyotaVios,662000,38
CAR000586,Sell Black 2010 Chevrolet Cruze in Cebu City,350000,Chevrolet,Cruze,2010,Yes,Automatic,Black,23000,Saloon / Sedan,,"Chevrolet Cruze 2010, a/t transmission ( B L A C K ) FOR 350K Pesos Cebu CIty in good condition.. Complete Papers Interested BUYER Please Text or Call me : CASH ONLY Mobile : 0 9 6 5 7 5 3 0 0 8 0 Or Chat me in Facebook Facebook : Neil Alfeche Reason for Selling : Buy an SUV",Neil Alfeche,Individual,Gasoline,Cebu City,28/06/2019,ChevroletCruze,858888,34
CAR004428,2013 Kia Sorento for sale in Cebu City,738000,Kia,Sorento,2013,Yes,Automatic,Brown,23000,MPV / AUV,,"VDF889 2013 Kia Sorento 2.2 A/T 5 Seater Mahogany Brown, 23tkms, Automatic, Diesel Price: 738,000.00 147,600.00 DP 18,910.02 4yrs 22,878.00 3yrs &nbsp;",BMW Dealer Cebu,Dealer,,Cebu City,30/06/2019,KiaSorento,1895000,32
CAR004525,Kia Rio 2014 Automatic Gasoline for sale in Talisay,330000,Kia,Rio,2014,Yes,Automatic,White,23000,Saloon / Sedan,,"Kia Rio Hatchback 2014 model Acquired May2014 Keyless Entry Push Button Start Rear Sensor Casa Maintained Leather Seats Newly changed battery(june21,2019) as per receipt Nothing to fix Ready to go Lady driver Mileage only 23km Location: Linao Talisay Interested buyer pls call/txt 09399124117",liz,Individual,Gasoline,Talisay,23/06/2019,KiaRio,1018000,39
CAR004574,2nd Hand Kia Rio 2014 Hatchback Automatic Gasoline for sale in Talisay,350000,Kia,Rio,2014,Yes,Automatic,White,23000,Saloon / Sedan,,Keyless entry and push buttonstart With Rear Sensor Very Cold aircon Acquired May2014 City Driving only Low Mileage 23k km No issue Casa maintained Lady driven Location-Linao Talisay I will send more pics sa interested sa unit Interested buyer pls call/txt 09399124117,liz,Individual,Gasoline,Talisay,19/06/2019,KiaRio,1018000,43
CAR008324,2nd Hand Nissan Almera 2016 for sale in Cebu City,123456,Nissan,Almera,2016,Yes,Manual,Grey,23000,Saloon / Sedan,,"Driven 23,000 km Manual transmission 2016 Nissan Almera 1.5 G top d line like Brand new in mint condition superbly fresh and out low mileage 23,000 cebu unit, well maintained still under warranty from Nissan. Lady driver 1.5L Engine strong , Fast and fuel efficient MT Airbag Manual booklet Original key Central lock Power steering Power windows Power side mirror Superb air Condition Good running Nothing to Fix Waiting for the next owner Interested buyer! Direct contact to owner 09999029734 Less",teresa,Individual,Gasoline,Cebu City,10/07/2019,NissanAlmera,657000,22
CAR009598,Subaru Brz 2013 Automatic Gasoline for sale in Mandaue,1040000,Subaru,Brz,2013,Yes,Automatic,Pearlwhite,23000,Coupe / Sports Car,,"Pearl White Push Start Paddle Shift (6) Airbags All Power Remote/ Alarm 2DIN Touch Screen Monitor HID Headlights Very Thick Tires Cebu Unit 23,000 km Mileage ACCEPTS TRADE IN AND FINANCING Come Visit Us at Autoline Display Center North Road, Jagobiao Mandaue Cebu Across Jagobiao Brgy. Hall (about 200 meters away from ABS CBN Cmpd) Mondays - Saturdays 8:00AM to 6:00PM",Tokyo,Individual,Gasoline,Mandaue,23/06/2019,SubaruBrz,2058000,39
CAR010687,2nd Hand Toyota Wigo 2016 Manual Gasoline for sale in Cebu City,319000,Toyota,Wigo,2016,Yes,Manual,Black,23000,Hatchback / Wagon,,"For Sale:2016 Toyota Wigo 1.0 E M/T 1st Owner With Sales in-Voice Good Running Condition 1.0 DOCH Engine/Fuel Economy Millage 23tkm 5 Speed Manual Transmission HELPING A FRIEND CALL THE DIRECT OWNER TEL: (09430009957) All Power MP3/Cd/Aux/USB/SD/ with Free Seat Cover Cold Air-Con Dual Airbag With Owners Manual Complete Legal Papers on hand Ready To Use Free Full tank if dili mo Hangyo! Php:319,000 Call:09430009957",James,Individual,Gasoline,Cebu City,11/07/2019,ToyotaWigo,557000,21
CAR010688,2nd Hand Toyota Wigo 2016 for sale in Mandaue,337000,Toyota,Wigo,2016,Yes,Manual,Black,23000,Hatchback / Wagon,,For Sale:2016 Toyota Wigo 1.0 E M/T 1st Owner With Sales in-Voice Good Running Condition 1.0 DOCH Engine/Fuel Economy Millage 23tkm 5 Speed Manual Transmission HELPING A FRIEND CALL THE DIRECT OWNER TEL: (09430009957) All Power MP3/Cd/Aux/USB/SD/ with Free Seat Cover Cold Air-Con Dual Airbag With Owners Manual Complete Legal Papers on hand Ready To Use Free Full tank if dili mo Hangyo! Call:09430009957,James,Individual,Gasoline,Cebu City,11/07/2019,ToyotaWigo,557000,21
CAR011902,2nd Hand Toyota Rav4 2015 Automatic Gasoline for sale in Talisay,820000,Toyota,Rav4,2015,Yes,Automatic,Black,23000,SUV,,"2.5L Dual VVTi, 4-cylinder in-line, 16-Valve DOHC 6-speed Automatic Transmission Steering Wheel Controls 2-din Head unit Bluetooth, USB, iPod Very Fresh in and out All Original not Tampered comprehensive insurance 1st own casa maintained 23t mileage accept trade in/financing 0917 3289333 0932 8889333 406 6534",sig,Individual,Gasoline,Talisay,02/07/2019,ToyotaRav4,1653000,30
CAR012598,Selling 2nd Hand Toyota Wigo 2016 in Cebu City,349000,Toyota,Wigo,2016,Yes,Manual,Black,23000,Hatchback / Wagon,,"For Sale:2016 Toyota Wigo 1.0 E M/T =1st Owner =With Sales in-Voice =Good Running Condition =1.0 DOCH Engine/Fuel Economy =Millage 23tkm =5 Speed Manual Transmission =All Power =MP3/Cd/Aux/USB/SD/ =with Free Seat Cover =Cold Air-Con =Dual Airbag =With Owners Manual =Complete Legal Papers on hand =Ready To Use HELPING A FRIEND CALL THE OWNER (09430009957) Free Full tank if dili mo Hangyo! Php:349,000",Lance,Individual,Gasoline,Cebu City,27/06/2019,ToyotaWigo,557000,35
CAR016536,2015 Toyota Yaris 1.3 E AT,595000,Toyota,Yaris,2015,Yes,Automatic,NA,23000,Hatchback / Wagon,1.3 E,"Toyota Yaris 2015 Automatic E Used for sale. The Toyota Yaris runs on Gasoline and has a promo price of PHP 595000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.",Toyota Cebu - Pre Owned Vehicles,Dealer,Gasoline,Cebu,19/02/2019,ToyotaYaris,942000,163
CAR004194,Sell White 2014 Audi A4 at 23500 km for sale,1450000,Audi,A4,2014,Yes,Automatic,White,23500,Hatchback / Wagon,,Audi A4 2014 Automatic Used for sale. The Audi A4 runs on Gasoline and has a promo price of PHP 1450000. all power,BMW Dealer Cebu,Dealer,,Cebu City,23/05/2019,AudiA4,0,70
CAR003286,Honda City 2017 Automatic Gasoline for sale,685000,Honda,City,2017,Yes,Automatic,Grayblack,24000,Saloon / Sedan,,"Cebu unit 685k negotiable or 250k down assume balance 31 months to pay remaining 16,888 monthly / issue PDC ) &nbsp;",rodrigue rodriguez,Individual,,Cebu City,30/06/2019,HondaCity,828000,32
CAR003957,Honda Brio 2015 for sale,489000,Honda,Brio,2015,Yes,Automatic,Silver,24000,Hatchback / Wagon,,Honda Brio 2015 Automatic Used for sale. The Honda Brio runs on Gasoline and has a promo price of PHP 489000. . all power all stock,BMW Dealer Cebu,Dealer,,Cebu City,26/05/2019,HondaBrio,732000,67
CAR006985,2017 Mitsubishi Montero Sport for sale in Cebu City,1190000,Mitsubishi,MonteroSport,2017,Yes,Manual,White,24000,SUV,,"Click link https://fb.me/MX.AutoTrade Or call Simon O942-6IOO-2I3 ₱1,190,000 Only!! OK for TRADE-in or CAR LOAN thru financing for at least ₱350k down payment Unit is: Limited Edition First owned 4X4 - 4 Wheel Drive Cebu Unit - Purchased at Mitsubishi, Cebu w/ POWER SEAT PUSH BUTTON START 2.5 Diesel Engine Manual Tran 24K Mileage ( Wai Tikas/ Wai ilad! ) 6 speed 7-Seaters w/ 3rd row seats w/ Leather seats Dual aircon 4 Airbag ABS brake DVD stereo Backing camera Bluetooth Stereo Very powerful Engine Superb conditon Look for Simon/Ness: 0942-6100-213",HappiNess,Individual,Diesel,Cebu City,03/07/2019,MitsubishiMonteroSport,1565000,29
CAR008143,Mitsubishi Montero Sport 2015 for sale,838000,Mitsubishi,MonteroSport,2015,Yes,Manual,Black,24000,SUV,,Mitsubishi Montero Sport 2015 Manual GLX Used for sale. The Mitsubishi Montero Sport runs on Diesel and has a promo price of PHP 838000.,BMW Dealer Cebu,Dealer,,Cebu City,23/04/2019,MitsubishiMonteroSport,1565000,100
CAR009918,Selling 2nd Hand Suzuki Celerio 2017 in Lapu-Lapu,398000,Suzuki,Celerio,2017,Yes,Automatic,Silver,24000,Hatchback / Wagon,,"- 1st owner, Lady driven Like NEW - 2016 Low Mlge running 24T kms LOOKS &amp; SMELLS like BRANDNEW ! - Automatic TRANSMISSION w/ Suzuki’s Pride Variable Valve Timing Fuel Efficient, Practical &amp; Economical 1.0 Liter Engine ! - 1 liter of gas = Runs 12 - 18 kms - ALL Power OPTIONS Like Power Window, Steering &amp; Lock - ABS &amp; SRS Airbag for more safety - Premium Nice &amp; Crispy seats - Very Well Kept &amp; Maintain FRESH - SuperKinis Paint No scratch or bumps - Test Drive 2 Appreciate BEST ! Practical Choice &amp; Economical choice Our Price P398K negotiable Easy 3 days Financing process Payable 12 or up to 36 mos at 30% Downpayment Wise &amp; Practical Buyer saves almost 300K compared buying Brandnew !",Michael Flores,Dealer,Gasoline,Lapu-Lapu,22/06/2019,SuzukiCelerio,598000,40
CAR012972,Selling Toyota Fortuner 2017 Automatic Diesel in Cebu City,1340000,Toyota,Fortuner,2017,Yes,Automatic,Silver,24000,SUV,,-1st owner -Cebu Unit -24t kms (Original Mileage) -Good as Brand New! -Brand New Smell still present -Casa Maintained with records -Covered by Toyota Cebu/Mabolo Warranty -No accidents -Touch Screen Stereo -2 pcs key with remote -Excellent Suspension no rattle at all -Excellent Engine Condition -Very Cold Aircon -Complete manuals and booklet -Audio steering control -Very thick tires -Keyless entry -All Power -Complete and Clean Papers Price: 1.340M Negotiable Accepts Trade in Accepts Financing (Minimum DP 450K) We ship and deliver to any points Visayas and mindanao Big Luke Auto No. 71 Juan Luna Ave. Mabolo Cebu City,Big Luke Auto Sales,Individual,Diesel,Cebu City,23/06/2019,ToyotaFortuner,1607000,39
CAR013808,Silver Toyota Wigo 2017 Manual Gasoline for sale,380000,Toyota,Wigo,2017,Yes,Manual,Silver,24000,Hatchback / Wagon,,Toyota Wigo 2017 Manual Used for sale. The Toyota Wigo runs on Gasoline and has a promo price of PHP 380000. . all power all stock,BMW Dealer Cebu,Dealer,,Cebu City,26/05/2019,ToyotaWigo,557000,67
CAR008221,Mitsubishi Mirage 2014 for sale,360000,Mitsubishi,Mirage,2014,Yes,Automatic,Green,24745,Saloon / Sedan,,"Description Mitsubishi Mirage Hatchback Year 2014 AT Mint Green 24,745 mileage Lady owner For faster transaction pls call: Jhowil Lopez",Jhowil Lopez,Individual,,Naga,20/04/2019,MitsubishiMirage,735000,103
CAR004085,Honda CR-V 2016 for sale,998000,Honda,Cr-V,2016,Yes,Automatic,White,25000,SUV,,"Honda CR-V 2016 Automatic Used for sale. The Honda CR-V runs on Gasoline and has a promo price of PHP 998000. . This is a bargain you cannot afford to miss, so get in touch today.&nbsp;",BMW Dealer Cebu,Dealer,Gasoline,Cebu City,30/04/2019,HondaCr-V,1668000,93
CAR005923,Hyundai Eon 2017 Manual Gasoline for sale in Naga,290000,Hyundai,Eon,2017,Yes,Manual,Blue,25000,Hatchback / Wagon,,NEW ARRIVAL FOR SALE! Hyundai Eon 2017 model Fresh and out 25k++mileage Manual transmission Fuel effecient Keyless entry Centralize lock Low mentainance Gud for city and long drive Tested for longdrive Garantee Location:NAGA CITY BICOL Asking price:290k Call or text 09105120004,Cristine Estacio,Dealer,Gasoline,Naga,22/06/2019,HyundaiEon,508000,40
CAR007819,2nd Hand Mitsubishi Pajero 2015 Automatic Diesel for sale in Cebu City,1800000,Mitsubishi,Pajero,2015,Yes,Automatic,White,25000,SUV,,"1st owned Black interior limited Led lights worth 15k Weathertech matting worth 30k Mileage 25,+++km Casa maintained every 5,000km newly changed oil 25,000km with receipt at Mitsubishi cebu Purchased nov 2015 with invoice 2.6m Good as new Very well maintained Orig paint No accident Clean papers Rfs: extra car 09175683345",Jessa,Dealer,Diesel,Cebu City,19/06/2019,MitsubishiPajero,2705000,43
CAR007951,Sell Red 2015 Mitsubishi Montero Sport for sale,880000,Mitsubishi,MonteroSport,2015,Yes,Automatic,Red,25000,SUV,,Mitsubishi Montero Sport 2015 Automatic Used for sale. The Mitsubishi Montero Sport runs on Diesel and has a promo price of PHP 880000. . All power All stock,BMW Dealer Cebu,Dealer,,Cebu City,02/06/2019,MitsubishiMonteroSport,1565000,60
CAR008430,2nd Hand Nissan Juke 2016 Automatic Gasoline for sale in Mandaue,650000,Nissan,Juke,2016,Yes,Automatic,Red,25000,SUV,,"Please text me 0966 366 7188 Last price Low mileage 25.000kms 2016 model 2 smart keys Cebu unit Push Start button ~ Jun,2020 insurance Back camera 0966 366 7188",Young,Individual,Gasoline,Mandaue,04/07/2019,NissanJuke,1021000,28
CAR008497,Selling 2nd Hand Nissan Juke 2016 in Mandaue,699000,Nissan,Juke,2016,Yes,Automatic,Red,25000,SUV,,"Low mileage 25.000kms 2016 model 2 smart keys Cebu unit Push Start button Jun,2020 insurance Back camera 0966 366 7188",Young,Individual,Gasoline,Mandaue,02/07/2019,NissanJuke,1021000,30
CAR009832,Selling Suzuki Celerio 2017 Automatic Gasoline in Mandaue,400000,Suzuki,Celerio,2017,Yes,Automatic,Blue,25000,Hatchback / Wagon,,"2DIN Stereo Dual Airbag All Power Remote/ Alarm Back Up Sensor MAGS Foglamp Very Thick Tires Casa Maintained Complete Casa Records Cebu Unit 25,000 km Mileage ACCEPTS TRADE IN AND FINANCING Come Visit Us at Autoline Display Center North Road, Jagobiao Mandaue Cebu Across Jagobiao Brgy. Hall (about 200 meters away from ABS CBN Cmpd) Mondays - Saturdays 8:00AM to 6:00PM",Tokyo,Individual,Gasoline,Mandaue,01/07/2019,SuzukiCelerio,598000,31
CAR009992,Sell Red 2015 Suzuki Swift at Manual Gasoline at 25000 km for sale,418000,Suzuki,Swift,2015,Yes,Manual,Red,25000,Hatchback / Wagon,,Suzuki Swift 2015 Manual Used for sale. The Suzuki Swift runs on Gasoline and has a promo price of PHP 418000. . all power all stock,BMW Dealer Cebu,Dealer,,Cebu City,26/05/2019,SuzukiSwift,755000,67
CAR011222,Toyota Wigo 2016 Manual Gasoline for sale in Mandaue,370000,Toyota,Wigo,2016,Yes,Manual,Red,25000,Hatchback / Wagon,,"Dual Airbag Upgraded Exhaust Rain Visor Very Thick Tires Cebu Unit First Owned 25,000 km Mileage ACCEPTS TRADE IN AND FINANCING Come Visit Us at Autoline Display Center North Road, Jagobiao Mandaue Cebu Across Jagobiao Brgy. Hall (about 200 meters away from ABS CBN Cmpd) Mondays - Saturdays 8:00AM to 6:00PM",Tokyo,Individual,Gasoline,Mandaue,07/07/2019,ToyotaWigo,557000,25
CAR016079,2015 Honda Brio Amaze 1.3 S AT,550000,Honda,Brio Amaze,2015,Yes,Automatic,Silver / Grey,25000,Saloon / Sedan,1.3 S,"The 2015 Honda Brio Amaze S with an Automatic transmission is for sale in Cebu. This vehicle runs on Gasoline engine and is priced at 550000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Ayala Motor Sales,Dealer,Gasoline,Cebu,04/03/2019,HondaBrioAmaze,728000,150
CAR016162,2015 Isuzu MU-X 2.5 LS-M 4x2 MT,870000,Isuzu,MU-X,2015,Yes,Manual,Black,25000,SUV,2.5 LS-M 4x2,"The 2015 Isuzu MU-X LS-M with an Manual transmission is for sale in Philippines. This vehicle runs on Diesel engine and is priced at 870000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

SAFETY REMINDERS:
NEVER SEND MONEY in any form (bank or wire transfer) for a vehicle you have not physically seen.
NEVER PROVIDE PERSONAL INFORMATION
VERIFY THE SELLER'S IDENTITY and VEHICLE INFORMATION
      Other tips:
Do not transact over e-mail
Schedule a mechanic visit : Click here
Check this link for more safety information: https://www.carmudi.com.ph/journal/car-buying-scams-5-ways-avoid-becoming-victim/ 
Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Renando MANTUA,Individual,Diesel,Cebu,11/07/2019,IsuzuMU-X,1378000,21
CAR002164,2nd Hand Ford Everest 2016 at 26000 km for sale,380000,Ford,Everest,2016,Yes,Automatic,Black,26000,SUV,,"Ford Everest 2016 automatic Diesel. 2.2 engine 26k mileage only No issues Cashout 380k remaining bank balance 722,577",Bryan,Individual,Diesel,Mandaue,21/06/2019,FordEverest,1581000,41
CAR002331,White Ford Everest 2016 Manual Diesel for sale,1590000,Ford,Everest,2016,Yes,Manual,White,26000,SUV,,Ford Everest 2016 Manual Used for sale. The Ford Everest runs on Diesel and has a promo price of PHP 1590000. . all power all stock,BMW Dealer Cebu,Dealer,,Cebu City,31/05/2019,FordEverest,1581000,62
CAR008499,2nd Hand Nissan Almera 2017 Sedan at 26000 km for sale,445000,Nissan,Almera,2017,Yes,Automatic,Black,26000,Saloon / Sedan,,"For Sale: 2017 Nissan Almera 1.5 A/T (Top of the Line- model N17 Series) Php:445,000 only (Accept Financing) 1st owner 26k (odo) Automatic Transmision Cebu Unit Brandnew price range to Php824,000 Super Cold Aircon registered until 2020 complete all with waranty booklet with complete book manual with records pms from casa Fresh in and Out Complete all Clean Papers Good as Brandnew Unit. Please text or Call: 0919-9999969 0999-8888870",Dennis Limson,Individual,Gasoline,Cebu City,01/07/2019,NissanAlmera,657000,31
